goods_no,카테고리,brand,name,주요사양,sale_price,구성품수,성분수,커버리지%,효능태그,고시기능성성분,표기함량,향료,알레르기유발착향,공인근거비율%,보습,유연,밀폐보습,장벽강화,진정,항산화,미백,주름개선,피지조절,피지흡착,여드름,각질제거,자외선차단,재생,탄력,코메도점수,코메도성분,에센셜오일,무향판정
A000000247841,클렌징폼_젤,BOHO,보호 하이퍼 딥 클렌징 젤 150ml,모든 피부 타입,25000,1,19,95,보습|장벽강화|항산화|유연|피지조절,,,N,0,84,3,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,,0,Y
A000000247851,클렌징폼_젤,비페스타,[피지쏙폼] 비페스타 클렌징폼 오일 클리어 더블기획 (130g+130g),모든 피부타입,24000,1,29,97,보습|장벽강화|유연|피지조절|항산화|밀폐보습|피지흡착,,,N,0,93,14,3,1,6,0,3,0,0,1,1,0,0,0,0,0,6,미리스틱애씨드;라우릭애씨드,1,N
A000000248337,클렌징폼_젤,듀이트리,[약산성/쿨링진정] 듀이트리 AC 딥 진정 폼클렌저 150ml,모든 피부용,14400,1,43,100,보습|장벽강화|유연|각질제거|여드름|진정|항산화|피지흡착|피지조절,여드름:살리실릭애씨드,,N,0,88,8,3,0,5,13,14,0,0,1,1,1,2,0,0,0,0,,2,N
A000000248602,클렌징폼_젤,CKD,CKD 청매실 AHABHA 피지제로 팩솝 클렌저 130g,모든 피부 타입,14900,1,48,100,보습|장벽강화|각질제거|유연|항산화|진정|여드름|피지흡착|밀폐보습,여드름:살리실릭애씨드,살리실릭애씨드 0.1%; 매실 0.05%; 말릭애씨드 0.01%; 글라이콜릭애씨드 70ppm; 매실추출물 1ppm,N,1,94,8,7,7,4,2,5,0,0,0,1,1,6,0,0,0,0,,5,N
A000000250293,클렌징폼_젤,비오템,[NEW] 비오템옴므 아쿠아파워 아미노 클렌저 125ml,모든 피부,45050,1,21,100,보습|장벽강화|유연|항산화|자외선차단|각질제거|여드름|진정|피지흡착,"여드름:살리실릭애씨드, 자외선차단:티타늄디옥사이드",소듐코코일글라이시네이트 6.51%,Y,0,95,7,3,0,5,1,3,0,0,0,1,1,1,1,0,0,0,,0,N
A000000251426,클렌징폼_젤,폰즈,폰즈 모공 타이트닝 매듭 팩클렌저 150ml 더블기획 (+15ml 증정),모공/피지케어,29000,1,25,100,보습|장벽강화|피지흡착|유연|자외선차단|진정|항산화|주름개선|탄력|재생,자외선차단:티타늄디옥사이드,매듭풀추출물 60ppm,Y,0,92,15,7,0,4,3,3,0,3,0,3,0,0,2,3,3,0,,0,N
A000000251578,클렌징폼_젤,아페리레,[1분쿨링/노폐물OUT] 아페리레 비 프로즌 빙하토 포어 팩 투 폼 클렌저 120g,모든 피부 타입,14500,1,46,100,보습|장벽강화|피지흡착|자외선차단|항산화|유연|미백|진정|밀폐보습|피지조절,"미백:나이아신아마이드, 자외선차단:티타늄디옥사이드",,Y,0,96,8,1,1,8,3,5,2,0,1,8,0,0,2,0,0,0,,0,N
A000000251951,클렌징폼_젤,인포디플러스,인포디플러스 엑세스피316 젤 클렌저 125ml,모든 피부타입,33000,1,35,100,보습|장벽강화|각질제거|진정|항산화|피지흡착|밀폐보습,,,Y,0,86,10,0,1,6,3,3,0,0,0,1,0,1,0,0,0,0,,0,N
A000000253098,클렌징폼_젤,센카,[NEW/수분클렌징] 센카 퍼펙트 휩 페이셜 워시 FA 120g,모든피부타입,9800,1,34,100,보습|장벽강화|밀폐보습|각질제거|항산화,,,Y,1,97,10,0,3,3,0,2,0,0,0,0,0,1,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000253107,클렌징폼_젤,센카,센카 퍼펙트 휩 페이셜 워시 FA 120g 2입,모든피부타입,17600,1,34,100,보습|장벽강화|밀폐보습|각질제거|항산화,,,Y,1,97,10,0,3,3,0,2,0,0,0,0,0,1,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000253112,클렌징폼_젤,센카,센카 퍼펙트 휩 화이트 클레이 FA 120g,모든피부타입,7500,1,26,100,보습|장벽강화|밀폐보습|유연|항산화,,마이카 0.01%,Y,1,96,8,1,2,2,0,1,0,0,0,0,0,0,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000253113,클렌징폼_젤,센카,[NEW/여행용] 센카 퍼펙트 휩 화이트 클레이 FA 50g,모든피부타입,4900,1,26,100,보습|장벽강화|밀폐보습|유연|항산화,,마이카 0.01%,Y,1,96,8,1,2,2,0,1,0,0,0,0,0,0,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000253119,클렌징폼_젤,센카,[약산성] 센카 퍼펙트 휩 로우 pH 카밍 시카 100g,모든피부타입,8600,1,24,100,보습|장벽강화|피지흡착|항산화|유연|진정|밀폐보습,,병풀잎/줄기추출물 1ppm,Y,1,88,7,1,1,3,1,3,0,0,0,2,0,0,0,0,0,0,,0,N
A000000254922,클렌징폼_젤,바닐라코,[NEW/속눈썹전용] 바닐라코 오일프리 래쉬 클렌저 45ml (+전용 브러쉬 2종),모든타입,12480,1,31,100,보습|장벽강화|유연|밀폐보습|항산화|진정|주름개선|탄력|재생,,,N,0,87,9,3,2,4,1,1,0,5,0,0,0,0,0,5,5,0,,1,N
A000000255135,클렌징폼_젤,라운드랩,[약산성/더블] 라운드랩 1025 독도 클렌저 120ml 더블 기획,모든 피부용,19000,1,38,97,보습|장벽강화|밀폐보습,,,N,0,89,17,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000255982,클렌징폼_젤,플리프,[30초 모공청소] 플리프 PDRN 포어엑스 차콜비드 팩클렌저 150ml,모든 피부 타입,25000,1,57,98,보습|장벽강화|피지흡착|자외선차단|각질제거|유연|항산화|진정|밀폐보습|피지조절,자외선차단:티타늄디옥사이드,숯가루 0.8712%; 소듐디엔에이 5ppm,N,0,88,8,3,4,8,9,12,0,0,2,11,0,2,2,0,0,5,미리스틱애씨드;라우릭애씨드,2,N
A000000256096,클렌징폼_젤,피캄,"[한정기획/피지,노폐물 강력흡착] 피캄 홀리바질 그린캡슐 팩투폼 클렌저 120ml 기획 (+미니언즈 손목세안밴드 증정)",모든 피부타입,16800,1,60,100,보습|장벽강화|밀폐보습|유연|각질제거|피지흡착|진정|항산화|자외선차단|피지조절,자외선차단:티타늄디옥사이드,홀리바질잎추출물 10ppm,N,0,90,10,6,5,5,13,15,0,0,2,7,0,3,1,0,0,5,라우릭애씨드;미리스틱애씨드,1,N
A000000257311,클렌징폼_젤,토리든,[NEW] 토리든 밸런스풀 시카 포어 컨트롤 팩 클렌저120ml,모든 피부 타입,14700,1,51,100,보습|장벽강화|유연|피지흡착|진정|항산화|밀폐보습|주름개선|탄력|재생|미백,,병풀잎추출물 0.01%,N,0,84,18,6,1,12,15,19,1,1,0,5,0,0,0,1,1,0,,0,Y
A000000257744,클렌징폼_젤,수이사이,[NEW/깐달걀효소폼클렌저] 수이사이 뷰티 클리어 효소 페이스트 워시 120g,모든 피부 타입,17010,1,33,100,보습|장벽강화|피지흡착|각질제거|항산화|진정|유연|주름개선|탄력|재생|자외선차단,"자외선차단:징크옥사이드, 자외선차단:티타늄디옥사이드",,Y,5,97,5,1,0,7,1,3,0,1,0,4,0,3,2,1,1,5,미리스틱애씨드;라우릭애씨드,0,N
A000000259043,클렌징폼_젤,바이오더마,바이오더마 세비엄 젤 무쌍 200ml,모든 피부 용,20000,1,18,100,보습|피지조절|진정|항산화,,,Y,0,89,7,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,,0,N
A000000259466,클렌징폼_젤,투비건,투비건 컬러푸드시리즈 블루 밸런싱 폼클렌저 150ml,모든 피부용,15200,1,31,100,진정|항산화|보습|장벽강화|각질제거|여드름|유연,여드름:살리실릭애씨드,,N,3,97,5,1,0,4,9,10,0,0,0,0,2,2,0,0,0,6,미리스틱애씨드;라우릭애씨드,0,N
A000000259633,클렌징폼_젤,아로셀,[피지흡착/촉촉세안] 아로셀 슈퍼 콜라겐 앰플 팩 투 폼 클렌저 120g,모든 피부 타입,21300,1,64,100,보습|장벽강화|항산화|피지흡착|유연|진정|피지조절|미백|주름개선|탄력|재생,미백:나이아신아마이드,,Y,0,84,15,3,0,11,8,14,1,7,4,2,0,0,0,7,7,0,,0,N
A000000259760,클렌징폼_젤,비오템,비오템옴므 티쀼르 어드밴스드 클렌저 125ml (온),모든 피부,45050,1,19,95,각질제거|여드름|항산화|유연|보습|장벽강화|진정,여드름:살리실릭애씨드,,Y,0,89,1,2,0,2,1,4,0,0,0,0,2,2,0,0,0,0,,0,N
A000000260490,클렌징폼_젤,비브리즈,비브리즈 서울 인삼 팩클렌저 120g,모든 피부타입용,19600,1,41,98,보습|장벽강화|항산화|진정|피지흡착|각질제거|유연|밀폐보습,,인삼배양근세포외소포 15ppm,Y,2,85,10,2,1,8,5,9,0,0,0,3,0,1,0,0,0,0,,0,N
A000000261421,클렌징폼_젤,센카,[리뉴얼/버블클렌저] 센카 퍼펙트 휩 스피디 FA 150ml,모든피부타입,13800,1,24,96,보습|장벽강화|항산화|유연|밀폐보습,,,Y,1,92,10,1,1,3,0,2,0,0,0,0,0,0,0,0,0,4,라우릭애씨드;미리스틱애씨드,0,N
A000000261557,클렌징폼_젤,아리얼,아리얼 애플 사이다 휘핑 크림 클렌저 200ml 기획 (+30ml),모든피부용,16800,1,39,100,보습|장벽강화|각질제거|여드름|미백|항산화|진정|피지흡착|유연|피지조절,"미백:나이아신아마이드, 여드름:살리실릭애씨드",,Y,0,95,7,1,0,4,9,13,2,0,1,1,2,3,0,0,0,0,,0,N
B000000145804,클렌징폼_젤,맥스클리닉,[블랙헤드 브러시 증정] 맥스클리닉 로즈 비타민 브라이트닝 오일폼 110g,모든 피부용,14400,1,113,98,보습|장벽강화|밀폐보습|유연|피지조절|항산화|진정|미백|주름개선|피지흡착,"미백:나이아신아마이드, 주름개선:레티닐팔미테이트",,Y,0,87,22,10,12,10,24,32,1,1,3,1,0,0,0,0,0,1,코코넛야자오일,0,N
B000000145806,클렌징폼_젤,맥스클리닉,[블랙헤드 브러시 증정] 맥스클리닉 퓨리티톡 브라이트닝 오일폼 110g,모든 피부용,14400,1,105,98,보습|장벽강화|밀폐보습|유연|피지조절|항산화|진정|미백|주름개선,"미백:나이아신아마이드, 주름개선:레티닐팔미테이트",,Y,0,87,18,16,15,7,25,27,1,1,2,0,0,0,0,0,0,1,코코넛야자오일,0,N
B000000198681,클렌징폼_젤,맥스클리닉,[클렌징 오일 30g + 폼30g 증정] 맥스클리닉 퓨리티톡 브라이트닝 오일폼 310g,모든 피부용,31050,1,110,98,보습|장벽강화|밀폐보습|유연|피지조절|항산화|진정|미백|주름개선,"미백:나이아신아마이드, 주름개선:레티닐팔미테이트",녹차추출물 0.1%; 연꽃오일 60ppm; 드럼스틱씨오일 20ppm; 루이보스잎추출물 15ppm; 마테잎추출물 5ppm; 연꽃잎추출물 1ppm; 둥근금감열매즙 1ppm; 드럼스틱잎추출물 0.5ppm,Y,4,86,19,14,15,7,26,27,1,1,1,0,0,0,0,0,0,1,코코넛야자오일,0,N
B000000198682,클렌징폼_젤,맥스클리닉,[클렌징 오일 30g + 폼30g 증정] 맥스클리닉 로즈 비타민 브라이트닝 오일폼 310g,모든 피부용,31050,1,116,98,보습|장벽강화|밀폐보습|유연|항산화|진정|피지조절|미백|주름개선|피지흡착,"미백:나이아신아마이드, 주름개선:레티닐팔미테이트",다마스크장미꽃수 97ppm; 판테놀 40ppm; 다마스크장미꽃오일 30ppm; 토코페릴아세테이트 20ppm; 소듐아스코빌포스페이트 20ppm; 나이아신아마이드 4ppm; 글리세릴아라키도네이트 1ppm; 폴릭애씨드 0.4ppm; 바이오틴 0.4ppm; 피리독신 0.4ppm; 레티닐팔미테이트 0.4ppm; 티아민에이치씨엘 0.4ppm; 비타민나무오일 0.1ppm; 사이아노코발아민 0.04ppm; 메나다이온 0.04ppm; 리놀레익애씨드 0.001ppm,Y,3,87,22,10,12,10,24,32,1,1,3,1,0,0,0,0,0,1,코코넛야자오일,0,N
B000000217180,클렌징폼_젤,맥스클리닉,[클렌징오일+폼 샘플 증정] 맥스클리닉 포어리스 딥 클렌징폼 150g,모든 피부용,11900,1,56,100,보습|장벽강화|유연|진정|항산화|밀폐보습|각질제거|여드름,여드름:살리실릭애씨드,,Y,1,86,19,4,2,4,9,10,0,0,0,0,1,1,0,0,0,3,라우릭애씨드,0,N
B000000223853,클렌징폼_젤,블랙몬스터,블랙몬스터 머드 팩 앤 클렌징 폼,모든 피부용,13500,1,42,100,보습|장벽강화|피지흡착|자외선차단|진정|항산화|유연|밀폐보습|각질제거,자외선차단:티타늄디옥사이드,,Y,0,76,14,1,1,9,5,7,0,0,0,10,0,1,2,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000212951,클렌징폼_젤,모나이트,모나이트 오트밀 블렌디드 크림 클렌저 100g,모든 피부 타입,18500,1,27,100,장벽강화|피지흡착|진정|항산화|보습|유연|각질제거|밀폐보습,,호박가루 8%,Y,2,96,6,3,1,7,3,3,0,0,0,3,0,1,0,0,0,4,미리스틱애씨드;라우릭애씨드,0,N
A000000249797,클렌징폼_젤,비플레인,[말끔모공/ 대용량] 비플레인 녹두 약산성 클렌징폼 160ml 더블 기획,모든 피부용,23900,1,37,100,보습|장벽강화|진정|항산화|피지조절|피지흡착|밀폐보습,,녹두가루 0.9%; 녹두추출물 0.33%,N,0,78,8,0,2,5,14,18,0,0,1,1,0,0,0,0,0,0,,0,Y
A000000249000,클렌징폼_젤,바이오던스,[1+1/한정기획] 바이오던스 콜라겐 팩 투 폼 클렌저 150ml 2입 기획,모든 피부 타입,21900,1,37,97,보습|장벽강화|밀폐보습|미백|항산화|진정|유연|피지흡착|피지조절|주름개선|탄력|재생,미백:나이아신아마이드,,N,0,97,8,2,3,4,5,8,2,1,1,2,0,0,0,1,1,0,,0,Y
A000000260486,클렌징폼_젤,비브리즈,비브리즈 부산 딸기 찹쌀떡 팩클렌저 120g,모든 피부타입용,19600,1,40,98,보습|장벽강화|진정|항산화|유연|피지조절|피지흡착|밀폐보습,,야생딸기추출물 33ppm,Y,0,88,6,6,2,7,9,13,0,0,2,3,0,0,0,0,0,0,,0,N
A000000002878,클렌징폼_젤,아크네스,아크네스 포밍워시 200㎖,■ 유자향,9900,1,20,100,피지조절|유연|진정|미백|항산화,미백:마그네슘아스코빌포스페이트,,Y,2,100,0,2,0,0,1,1,2,0,3,0,0,0,0,0,0,5,라우릭애씨드;미리스틱애씨드,0,N
A000000006022,클렌징폼_젤,이아소,닥터이아소 스킨케어 포 맨 멀티 액션 폼 클렌저,모든 피부용,22000,1,28,100,보습|장벽강화|유연|항산화|진정|피지흡착,,,Y,1,82,10,2,0,3,3,6,0,0,0,1,0,0,0,0,0,5,미리스틱애씨드;라우릭애씨드,1,N
A000000010482,클렌징폼_젤,라로슈포제,라로슈포제 똘러리앙 퓨리파잉 포밍 클렌저 125ml,민감성 및 모든 피부에 사용 적합,31000,1,10,100,보습|장벽강화,,,N,0,100,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,Y
A000000015861,클렌징폼_젤,데저트 에센스,[리뷰이벤트]데저트에센스 클린 페이스워시 - 오리지널,■ 지복합성 피부용,15900,1,16,100,밀폐보습|보습|장벽강화|항산화|진정|유연,,,N,0,94,4,1,8,3,4,6,0,0,0,0,0,0,0,0,0,3,코코넛오일,4,N
A000000105753,클렌징폼_젤,참존,참존징코 내츄럴 클렌징폼 더블 기획 (180ml+180ml),■ 모든피부타입,14500,1,36,97,보습|장벽강화|유연|밀폐보습|진정|항산화,,,Y,2,89,3,3,3,3,7,6,0,0,0,0,0,0,0,0,0,5,미리스틱애씨드;라우릭애씨드,3,N
A000000114267,클렌징폼_젤,라로슈포제,라로슈포제 에빠끌라 딥 클렌징 포밍 크림,민감성 및 지성 피부에 사용 적합,30000,1,12,100,보습|장벽강화|각질제거|여드름,여드름:살리실릭애씨드,,Y,0,100,3,0,0,3,0,0,0,0,0,0,2,2,0,0,0,5,미리스틱애씨드;라우릭애씨드,0,N
A000000128108,클렌징폼_젤,닥터자르트,닥터자르트 컨트롤에이 티트리먼트 클렌징 폼 120ml,모든피부타입,24000,1,36,97,진정|항산화|장벽강화|유연|보습|피지조절|밀폐보습|각질제거|여드름|미백|피지흡착,"미백:나이아신아마이드, 여드름:살리실릭애씨드",,N,0,75,5,4,2,5,13,19,1,0,3,1,1,1,0,0,0,0,,1,N
A000000131508,클렌징폼_젤,케어존,케어존 약산성폼 30ml,모든피부용,2000,1,44,98,보습|장벽강화|유연|항산화|진정|각질제거|밀폐보습|피지흡착|자외선차단,자외선차단:티타늄디옥사이드,,Y,3,86,11,3,1,3,3,4,0,0,0,2,0,2,1,0,0,0,,0,N
A000000134573,클렌징폼_젤,케어존,케어존 약산성폼 더블 기획 (200ml+200ml),모든피부용,22000,1,44,98,보습|장벽강화|유연|항산화|진정|각질제거|밀폐보습|피지흡착|자외선차단,자외선차단:티타늄디옥사이드,,Y,3,86,11,3,1,3,3,4,0,0,0,2,0,2,1,0,0,0,,0,N
A000000144371,클렌징폼_젤,아비브,아비브 카밍 페이셜 솝 어성초 스톤 100g,모든 피부용,9800,1,26,100,보습|장벽강화|유연|진정|항산화|밀폐보습,,약모밀가루 1%; 약모밀추출물 0.06%,N,0,88,18,7,3,3,6,5,0,0,0,0,0,0,0,0,0,0,,1,N
A000000147008,클렌징폼_젤,리우젤,리우젤 아스트리젠트 폼 토너 200ml,"토너이며 닦토, 흡토, 팩토로 사용 가능",29000,1,19,100,피지조절|보습|장벽강화|유연|진정|항산화|밀폐보습,,,Y,1,89,5,2,1,4,3,4,0,0,4,0,0,0,0,0,0,0,,2,N
A000000147867,클렌징폼_젤,메디필,메디필 더치 티 버블클렌저 160ml,모든피부타입,16800,1,40,98,유연|보습|진정|항산화|장벽강화|밀폐보습,,,N,0,80,8,2,1,2,9,12,0,0,0,0,0,0,0,0,0,0,,1,N
A000000152926,클렌징폼_젤,나이팅게일,[초미세먼지세정/약산성/저자극] 나이팅게일 데일리더마 클렌징폼 마일드 애씨드 1+1,모든 사양,13500,1,69,99,보습|장벽강화|유연|피지흡착|밀폐보습|진정|항산화|각질제거,,,N,1,93,20,4,3,11,6,9,0,0,0,1,0,1,0,0,0,2,미리스틱애씨드;올레익애씨드,2,N
A000000153028,클렌징폼_젤,마녀공장,마녀공장 약산성 퓨리파잉 소다폼 150ml,모든 피부용,12500,1,52,100,보습|장벽강화|유연|진정|항산화|밀폐보습|피지조절,,,N,2,92,7,7,1,7,18,18,0,0,2,0,0,0,0,0,0,0,,4,N
A000000153714,클렌징폼_젤,잇퍼,잇퍼 에브리데이 밸런싱 약산성 쑥쑥 클렌징폼 120ml,모든 피부용,13500,1,28,100,보습|장벽강화|진정|항산화|피지흡착|유연,,,N,0,96,7,3,0,4,3,4,0,0,0,2,0,0,0,0,0,0,,4,N
A000000155001,클렌징폼_젤,아크네스,아크네스 클리어&화이트 크리미 워시 100g,모든 피부,13500,1,41,98,보습|장벽강화|밀폐보습|자외선차단|미백|진정|항산화|각질제거|여드름|피지흡착|피지조절,"미백:나이아신아마이드, 미백:마그네슘아스코빌포스페이트, 여드름:살리실릭애씨드, 자외선차단:티타늄디옥사이드",,Y,2,93,4,0,3,3,3,7,2,0,1,1,1,1,1,0,0,0,,0,N
A000000155190,클렌징폼_젤,하다라보,하다라보 히아풀베리어 수딩 클렌징 젤 150g,모든 피부,16000,1,26,100,보습|장벽강화|진정|항산화|유연|밀폐보습,,,N,0,73,8,2,2,5,3,3,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000156410,클렌징폼_젤,수이스킨,수이스킨 맑은 아보밥 비누 100g,모든 피부용 / 연녹색,11200,1,13,100,밀폐보습|장벽강화|피지흡착|진정|항산화|보습,,,N,0,92,2,0,16,2,2,3,0,0,0,4,0,0,0,0,0,3,코코넛야자오일,0,Y
A000000157682,클렌징폼_젤,블리블리,블리블리 찹쌀떡 딥 클렌저 140ml,모든 피부,17000,1,60,100,보습|장벽강화|유연|진정|항산화|밀폐보습|각질제거|주름개선|탄력|재생,,,Y,1,90,12,5,2,4,16,19,0,1,0,0,0,1,0,1,1,5,미리스틱애씨드;라우릭애씨드,2,N
A000000160397,클렌징폼_젤,닥터지,[진정/민감성] 닥터지 레드 블레미쉬 포맨 젠틀 클렌징 폼 150ml,"남성, 민감성 / 여드름 피부",12000,1,35,97,보습|장벽강화|밀폐보습|각질제거|여드름|유연|진정|항산화|피지조절,여드름:살리실릭애씨드,,N,0,86,4,5,2,4,6,10,0,0,1,0,2,2,0,0,0,0,,0,Y
A000000161574,클렌징폼_젤,스킨1004,스킨1004 마다가스카르 센텔라 앰플 폼 125ml,모든 피부용,14450,1,23,96,보습|장벽강화|진정|항산화|피지흡착,,,N,0,83,4,0,0,4,5,6,0,0,0,1,0,0,0,0,0,0,,0,Y
A000000163430,클렌징폼_젤,아크웰,[1+1/올영단독]아크웰 피에이치 밸런싱 수딩 클렌징 폼 더블 기획 (150ml+150ml),모든피부용/트러블용,16200,1,34,100,보습|장벽강화|유연|각질제거|여드름|진정|항산화,여드름:살리실릭애씨드,,N,0,97,7,3,0,3,1,1,0,0,0,0,1,2,0,0,0,2,미리스틱애씨드;올레익애씨드,0,Y
A000000172130,클렌징폼_젤,AHC,AHC 에센스케어 클렌징폼 에메랄드 듀오세트,모든 피부용,14000,1,69,99,보습|장벽강화|유연|밀폐보습|피지흡착|진정|항산화|피지조절,,,Y,0,94,10,8,6,4,9,13,0,0,2,2,0,0,0,0,0,9,미리스틱애씨드;라우릭애씨드;올레익애씨드;코코넛야자오일;리놀레닉애씨드,0,N
A000000173944,클렌징폼_젤,토리든,토리든 다이브인 저분자 히알루론산 클렌징 폼 150ml,모든 피부 타입,10500,1,32,100,보습|장벽강화|밀폐보습|항산화|진정|유연|피지조절,,,N,0,91,22,1,1,5,2,5,0,0,1,0,0,0,0,0,0,0,,0,Y
A000000174518,클렌징폼_젤,랩시리즈,[대용량] 랩시리즈 멀티 액션 훼이스 워시 200ml,모든 피부 타입용,82000,1,28,100,보습|장벽강화|피지흡착|각질제거|항산화|유연,,,N,0,96,6,1,0,3,0,1,0,0,0,3,0,2,0,0,0,5,미리스틱애씨드;라우릭애씨드,1,N
A000000174793,클렌징폼_젤,일소,[미세버블/저자극] 일소 센서티브 버블 릴렉싱 클렌저 200g,모든 피부용,22000,1,79,99,보습|장벽강화|항산화|유연|밀폐보습|진정|피지조절|미백,,,N,0,86,20,7,3,14,13,19,1,0,2,0,0,0,0,0,0,0,,0,Y
A000000181234,클렌징폼_젤,멘톨로지,멘톨로지 슈퍼쿨 클렌징폼 140ml,"""1) 즉각적인 피부 쿨링 효과 2) 모공 속 노폐물 세정 효과 3) 저자극 피부 테스트 통과""",20000,1,37,100,보습|장벽강화|항산화|유연|진정|밀폐보습|미백,,,N,1,95,3,1,1,3,9,10,1,0,0,0,0,0,0,0,0,5,라우릭애씨드;미리스틱애씨드,1,N
A000000183360,클렌징폼_젤,메디필,[모공딥클렌저] 메디필 레드 락토 콜라겐 클리어 폼 2.0,모든피부타입,13200,1,78,100,보습|장벽강화|밀폐보습|진정|항산화|각질제거|여드름|유연|피지조절|주름개선|탄력|재생,여드름:살리실릭애씨드,락토바실러스발효물 0.21%; 락토코쿠스발효물 0.02%; 락토바실러스/콩발효추출물 0.5ppm,N,0,88,21,1,3,15,19,24,0,7,2,0,1,1,0,7,7,3,미리스틱애씨드,0,Y
A000000183816,클렌징폼_젤,차앤박,차앤박(CNP) 하이드로세라 퍼펙트 베리어 클렌저 1+1 기획(2304),모든피부용,12900,1,39,97,보습|밀폐보습|유연|장벽강화|진정|항산화,,세라마이드엔피 1ppm; 세라마이드에이피 0.55ppm; 세라마이드이오피 0.001ppm,Y,2,85,13,1,3,6,3,3,0,0,0,0,0,0,0,0,0,0,,0,N
A000000186944,클렌징폼_젤,아리얼,아리얼 애플사이다 휘핑 크림 클렌저 100ml,모든 피부용,24000,1,40,100,보습|장벽강화|항산화|각질제거|여드름|미백|진정|피지흡착|유연|피지조절,"미백:나이아신아마이드, 여드름:살리실릭애씨드",,Y,0,95,7,2,0,4,9,13,2,0,1,1,2,3,0,0,0,1,올레익애씨드,0,N
A000000187682,클렌징폼_젤,포인트앤,[1+1/모든 원료 비건] 포인트앤 딥 클린 휩 클렌징 폼 120g 1+1 기획,모든피부,10000,1,26,96,보습|장벽강화|유연|밀폐보습|진정|미백|항산화,,,N,0,88,8,1,4,4,1,1,1,0,0,0,0,0,0,0,0,6,미리스틱애씨드;라우릭애씨드,1,N
A000000188224,클렌징폼_젤,씨드비,씨드비 이슬로 페이셜 이슬솝 100g,모든피부,12900,1,43,100,보습|장벽강화|피지조절|유연|항산화,,,N,0,95,22,1,0,10,0,2,0,0,4,0,0,0,0,0,0,0,,2,N
A000000189014,클렌징폼_젤,후시다인,후시다인 더마 트러블 버블 클렌저 155g,모든피부용,22000,1,33,100,보습|장벽강화|유연|피지조절|각질제거|진정|항산화|여드름,여드름:살리실릭애씨드,코키네움발효용해추출여과물 0.5022%; 알바수련꽃추출물 0.2511%; 프로테아제 0.2511%,N,0,91,11,3,0,4,5,5,0,0,4,0,1,2,0,0,0,0,,0,Y
A000000190417,클렌징폼_젤,런드리유,[쿨링/단독기획] 런드리유 클린 페이스 가글 젤투폼 클렌저 스트롱 160g+모공브러쉬 (+여행용*2ea),모든 피부용,18700,1,37,100,진정|항산화|보습|장벽강화|유연,,,N,0,89,10,1,0,5,13,13,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000191446,클렌징폼_젤,달팡,달팡 인트랄 에어 무스 클렌저 125ml,모든 피부 타입,26440,1,23,100,보습|장벽강화|진정|항산화|유연|각질제거|여드름,여드름:살리실릭애씨드,,N,0,83,8,4,0,3,4,4,0,0,0,0,2,2,0,0,0,0,,0,Y
A000000192138,클렌징폼_젤,런드리유,런드리유 클린 페이스 가글 젤투폼 클렌저 스트롱 160g,모든 피부용,19800,1,37,100,진정|항산화|보습|장벽강화|유연,,,N,0,89,10,1,0,5,13,13,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000192281,클렌징폼_젤,아비브,[약알칼리성] 아비브 딥 클린 폼 클렌저 수분초 히알루론 폼 250ml,모든 피부용,21000,1,41,100,보습|장벽강화|유연|항산화,,돌나물추출물 0.0103%; 소듐하이알루로네이트 52ppm; 하이드록시프로필트라이모늄하이알루로네이트 4ppm; 하이드롤라이즈드하이알루로닉애씨드 0.4ppm; 소듐아세틸레이티드하이알루로네이트 0.4ppm; 하이알루로닉애씨드 0.1ppm; 하이드롤라이즈드소듐하이알루로네이트 0.04ppm; 소듐하이알루로네이트크로스폴리머 0.04ppm; 포타슘하이알루로네이트 0.008ppm,N,0,95,20,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000199065,클렌징폼_젤,콴디,콴디 퓨어 어니스티 모닝 클렌저 150ml *,모든 피부용,25000,1,27,100,진정|항산화|장벽강화|보습|유연,,,N,0,100,18,4,0,10,10,11,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000199066,클렌징폼_젤,콴디,콴디 플러피 클라우드 버블팩 클렌저 200ml *,모든피부용,25000,1,35,100,보습|장벽강화|진정|항산화|밀폐보습|피지흡착|유연,,,N,0,97,6,1,2,4,14,15,0,0,0,1,0,0,0,0,0,0,,0,Y
A000000199656,클렌징폼_젤,슬로소피,슬로소피 더 세럼 클렌저 150ml,모든 피부타입,32000,1,19,100,유연|보습|장벽강화|진정|항산화,,,Y,2,100,3,11,0,2,2,3,0,0,0,0,0,0,0,0,0,3,에틸헥실팔미테이트,0,N
